City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
139,Katsuura,JP,35.13,140.3,60.01,58,20,17.22,few clouds
140,Rapid Valley,US,44.06,-103.15,44.6,32,1,8.05,clear sky
141,Matagami,CA,49.75,-77.63,23.0,92,1,3.36,clear sky
142,Rosetta,EG,31.4,30.42,57.2,93,20,4.7,few clouds
143,Faya,SA,18.39,42.45,57.2,82,0,3.22,clear sky
144,Mahebourg,MU,-20.41,57.7,73.4,73,40,8.05,scattered clouds
145,Tigil,RU,57.8,158.67,10.51,94,88,5.77,overcast clouds
146,Vuktyl,RU,63.86,57.31,10.58,94,0,1.05,clear sky
147,Tucurui,BR,-3.77,-49.67,77.59,86,98,2.66,light rain
148,Carnarvon,AU,-24.87,113.63,68.0,60,0,24.16,clear sky
149,Tagusao,PH,9.19,117.81,81.81,77,96,4.12,moderate rain
150,Port Hardy,CA,50.7,-127.42,44.6,100,90,3.36,mist
151,Ilulissat,GL,69.22,-51.1,10.4,72,50,17.22,scattered clouds
152,Miles City,US,46.41,-105.84,48.2,31,1,13.87,clear sky
153,Vao,NC,-22.67,167.48,72.59,76,17,17.81,few clouds
154,Kruisfontein,ZA,-34.0,24.73,64.0,75,99,5.99,overcast clouds
155,Acajutla,SV,13.59,-89.83,82.4,58,20,2.51,few clouds
156,Hobyo,SO,5.35,48.53,78.89,78,50,15.73,scattered clouds
157,Farafangana,MG,-22.82,47.83,73.9,91,2,4.72,clear sky
158,Sabzevar,IR,36.21,57.68,41.65,66,63,8.32,broken clouds
159,Bonthe,SL,7.53,-12.51,78.08,84,12,6.42,light rain
160,Tari,NG,12.41,4.49,78.62,31,0,6.29,clear sky
161,Port Blair,IN,11.67,92.75,80.29,79,99,14.67,light rain
162,Aden,YE,12.78,45.04,78.75,71,11,19.39,few clouds
163,Bulungu,CD,-4.55,18.6,69.57,97,76,1.63,broken clouds
164,Pevek,RU,69.7,170.31,12.13,93,11,4.99,few clouds
165,Jian,CN,27.12,114.98,49.21,75,99,9.06,overcast clouds
166,Margate,GB,51.38,1.39,51.01,81,70,4.0,broken clouds
167,Saint George,US,37.1,-113.58,51.8,20,1,2.26,clear sky
168,Victoria,HK,22.29,114.16,66.99,72,62,1.01,broken clouds
169,Yulara,AU,-25.24,130.99,96.8,22,11,12.75,few clouds
170,Lebu,CL,-37.62,-73.65,54.82,84,46,5.86,scattered clouds
171,Hun,LY,29.13,15.95,59.22,48,0,13.24,clear sky
172,Dvinskoy,RU,62.15,45.12,15.82,96,78,7.09,broken clouds
173,Vostok,RU,46.49,135.88,2.73,94,93,4.21,overcast clouds
174,Vila Velha,BR,-20.33,-40.29,77.0,78,40,9.17,scattered clouds
175,Tifton,US,31.45,-83.51,68.0,100,1,4.09,clear sky
176,Asosa,ET,10.07,34.53,65.44,33,11,5.64,few clouds
177,Kattivakkam,IN,13.22,80.32,75.2,94,40,3.36,mist
178,Camabatela,AO,-8.19,15.38,63.34,100,100,1.83,light rain
179,Buala,SB,-8.14,159.59,86.7,65,92,7.31,overcast clouds
180,Kavieng,PG,-2.57,150.8,83.26,78,100,14.29,moderate rain
181,Cidreira,BR,-30.18,-50.21,70.65,90,73,16.67,broken clouds
182,Vardo,NO,70.37,31.11,35.08,85,93,15.61,overcast clouds
183,Shenjiamen,CN,29.96,122.3,54.81,73,100,19.22,overcast clouds
184,Prince Rupert,CA,54.32,-130.32,41.0,86,90,4.7,overcast clouds
185,Riyadh,SA,24.69,46.72,68.0,60,90,3.36,moderate rain
186,Kavaratti,IN,10.57,72.64,81.63,73,0,9.75,clear sky
187,Haverfordwest,GB,51.8,-4.97,48.99,86,73,3.36,broken clouds
188,Port Hueneme,US,34.15,-119.2,75.2,18,1,6.93,clear sky
189,Saldanha,ZA,-33.01,17.94,60.8,72,100,8.05,overcast clouds
190,Bilma,NE,18.69,12.92,67.12,26,0,6.2,clear sky
191,Yellowknife,CA,62.46,-114.35,-0.4,77,40,13.87,scattered clouds
192,Maple Creek,CA,49.92,-109.48,41.0,60,49,18.34,scattered clouds
193,Myskhako,RU,44.67,37.74,39.2,86,30,6.71,scattered clouds
194,Half Moon Bay,US,37.46,-122.43,64.4,18,1,5.82,clear sky
195,Liverpool,GB,53.41,-2.98,37.4,87,81,6.93,broken clouds
196,Chiriqui Grande,PA,8.95,-82.12,66.99,67,74,4.0,light rain
197,Moscow,RU,55.75,37.62,34.0,99,90,6.71,light snow
198,Huaihua,CN,27.55,109.96,42.84,84,100,4.74,overcast clouds
199,Pisco,PE,-13.7,-76.22,68.0,77,0,12.75,clear sky
200,Yar-Sale,RU,66.83,70.83,3.18,94,12,8.97,few clouds
201,Vila Franca Do Campo,PT,37.72,-25.43,57.2,58,40,13.87,scattered clouds
202,Hamilton,US,39.18,-84.53,52.0,66,90,4.07,overcast clouds
203,Iracoubo,GF,5.48,-53.2,78.85,85,28,9.57,scattered clouds
204,Barra Do Garcas,BR,-15.89,-52.26,76.46,63,18,2.84,few clouds
205,Oshawa,CA,43.9,-78.85,44.6,75,90,4.7,overcast clouds
206,Norman Wells,CA,65.28,-126.83,-0.4,77,75,2.24,broken clouds
207,Tyukalinsk,RU,55.87,72.2,4.55,95,75,7.02,broken clouds
208,Jingdezhen,CN,29.29,117.21,46.63,87,100,4.05,light rain
209,Pucallpa,PE,-8.38,-74.55,77.0,94,75,4.7,broken clouds
210,Ancud,CL,-41.87,-73.82,55.99,100,90,13.87,light intensity shower rain
211,Vikulovo,RU,56.82,70.61,6.42,94,93,5.84,overcast clouds
212,Codajas,BR,-3.84,-62.06,76.24,93,100,1.74,overcast clouds
213,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,17.6,92,20,2.24,few clouds
214,Kaitangata,NZ,-46.28,169.85,55.0,58,98,11.99,overcast clouds
215,Puerto Ayora,EC,-0.74,-90.35,71.01,87,67,7.0,broken clouds
216,Hasaki,JP,35.73,140.83,54.0,87,20,8.05,few clouds
217,Yoichi,JP,43.2,140.77,35.01,92,75,3.36,broken clouds
218,Yingkou,CN,40.66,122.23,20.7,82,0,8.32,clear sky
219,Barsovo,RU,61.17,73.17,5.0,92,75,4.47,broken clouds
220,Nabire,ID,-3.37,135.48,77.58,91,100,1.7,light rain
221,Poopo,BO,-18.37,-66.97,54.52,53,58,11.41,light rain
222,Gameza,CO,5.8,-72.81,54.01,89,97,1.88,overcast clouds
223,Saskylakh,RU,71.92,114.08,3.85,92,19,9.84,few clouds
224,Ban Nahin,LA,18.24,104.21,66.61,75,7,4.83,clear sky
225,Cabedelo,BR,-6.98,-34.83,78.8,78,20,11.41,few clouds
226,Polyarnyy,RU,69.2,33.45,28.4,92,0,2.24,clear sky
227,Presidente Medici,BR,-11.18,-61.9,75.61,86,93,3.4,overcast clouds
228,Lompoc,US,34.64,-120.46,64.4,34,1,12.75,clear sky
229,Qaqortoq,GL,60.72,-46.03,23.0,53,100,14.99,light shower snow
230,Behshahr,IR,36.69,53.55,45.68,76,44,7.16,scattered clouds
231,Georgetown,MY,5.41,100.34,78.8,88,20,2.24,few clouds
232,Conde,BR,-7.26,-34.91,78.8,78,20,11.41,few clouds
233,Broome,US,42.25,-75.83,44.01,93,90,3.38,overcast clouds
234,Ixtapa,MX,20.7,-105.2,80.6,78,20,11.41,few clouds
235,Parana,AR,-31.73,-60.52,84.99,46,13,1.01,few clouds
236,Slupsk,PL,54.46,17.03,40.06,77,46,7.38,scattered clouds
237,Taltal,CL,-25.4,-70.48,61.88,76,31,4.29,scattered clouds
238,Ingham,US,42.6,-84.38,42.8,81,90,4.7,overcast clouds
239,Teya,RU,60.38,92.63,8.51,87,74,0.78,broken clouds
240,Bambous Virieux,MU,-20.34,57.76,73.99,73,40,8.05,scattered clouds
241,Whitehorse,CA,60.72,-135.05,15.8,78,75,10.29,broken clouds
242,Marovoay,MG,-16.1,46.63,80.6,83,20,3.36,few clouds
243,Oranjemund,NA,-28.55,16.43,59.74,90,5,2.55,clear sky
244,Sibu,MY,2.3,111.82,75.2,94,40,4.7,scattered clouds
245,Shaowu,CN,27.34,117.48,51.6,79,95,2.24,overcast clouds
246,Chuy,UY,-33.7,-53.46,63.59,86,0,11.1,clear sky
247,San Patricio,US,28.02,-97.52,80.6,74,75,17.22,broken clouds
248,Port Elizabeth,ZA,-33.92,25.57,64.4,77,75,21.92,broken clouds
249,Kodiak,US,57.79,-152.41,30.2,74,20,8.93,few clouds
250,Oktyabrskiy,RU,54.48,53.47,12.88,96,67,3.27,broken clouds
251,Ponta Do Sol,PT,32.67,-17.1,62.6,63,40,17.22,scattered clouds
252,Henties Bay,NA,-22.12,14.28,57.99,91,61,6.02,broken clouds
253,Manokwari,ID,-0.87,134.08,83.17,72,93,4.68,overcast clouds
254,Upernavik,GL,72.79,-56.15,0.32,80,0,7.25,clear sky
255,Sitka,US,57.05,-135.33,39.2,69,75,4.18,broken clouds
256,Lakhnadon,IN,22.6,79.6,56.71,62,68,5.64,broken clouds
257,Safaga,EG,26.73,33.94,64.4,52,0,11.41,clear sky
258,Luneville,FR,48.6,6.5,50.0,79,1,3.36,mist
259,Uyemskiy,RU,64.47,40.85,21.2,92,90,6.71,overcast clouds
260,Komsomolskiy,UZ,40.43,71.72,35.6,74,100,4.7,light rain
261,Lorengau,PG,-2.02,147.27,84.15,77,96,7.2,moderate rain
262,Rawson,AR,-43.3,-65.1,72.88,29,100,17.29,overcast clouds
263,Berlevag,NO,70.86,29.09,36.57,82,43,18.84,scattered clouds
264,Aguimes,ES,27.91,-15.45,64.4,68,20,9.17,few clouds
265,Laguna,US,38.42,-121.42,61.0,29,1,3.36,clear sky
266,Anadyr,RU,64.75,177.48,15.8,85,46,4.47,scattered clouds
267,Chifeng,CN,42.27,118.96,5.27,85,0,8.28,clear sky
268,Cabo San Lucas,MX,22.89,-109.91,79.0,61,20,6.93,few clouds
269,Abbeville,FR,50.1,1.83,42.8,93,18,9.17,few clouds
270,Boddam,GB,57.47,-1.78,35.6,93,58,18.16,broken clouds
271,The Pas,CA,53.83,-101.25,32.0,95,20,12.75,few clouds
272,Yuzha,RU,56.58,42.01,33.15,97,100,7.02,overcast clouds
273,Kamsack,CA,51.57,-101.9,33.8,74,75,10.29,broken clouds
274,Nong Kung Si,TH,16.65,103.3,70.0,88,20,5.82,few clouds
275,Khatanga,RU,71.97,102.5,14.76,96,99,15.64,light snow
276,Namatanai,PG,-3.67,152.43,84.79,70,93,7.65,light rain
277,Vaxjo,SE,56.88,14.81,33.8,100,0,8.05,clear sky
278,Cherskiy,RU,68.75,161.3,5.59,90,28,2.46,scattered clouds
279,Bakel,SN,14.9,-12.46,73.67,20,0,10.27,clear sky
280,Olafsvik,IS,64.89,-23.71,33.91,84,98,42.08,light rain
281,Mana,GF,5.66,-53.78,78.78,85,38,10.09,scattered clouds
282,Gwadar,PK,25.12,62.33,70.5,46,0,5.86,clear sky
283,Dickinson,US,29.46,-95.05,70.0,88,90,6.93,overcast clouds
284,Kem,RU,64.96,34.58,28.92,96,100,4.76,overcast clouds
285,Guadalupe Y Calvo,MX,26.1,-106.97,52.18,93,14,3.87,light rain
286,Ucluelet,CA,48.93,-125.55,50.0,93,90,18.34,heavy intensity rain
287,Mayo,US,38.89,-76.51,53.6,87,90,2.82,overcast clouds
288,Kaoma,ZM,-14.78,24.8,65.75,94,91,5.08,light rain
289,Yamada,JP,39.47,141.95,40.62,89,100,8.86,overcast clouds
290,Buchanan,LR,5.88,-10.05,78.8,94,75,7.27,broken clouds
291,Mercedes,AR,-34.65,-59.43,79.0,60,0,5.01,clear sky
292,San Vicente,AR,-26.62,-54.13,71.31,77,62,2.42,light rain
293,Ahipara,NZ,-35.17,173.17,63.3,57,8,13.8,clear sky
294,Daur,PK,26.46,68.32,53.6,87,0,4.7,mist
295,Freeport,US,40.66,-73.58,57.2,67,75,10.22,broken clouds
296,Constantine,DZ,36.37,6.61,57.2,54,90,19.46,overcast clouds
297,Daru,PG,-9.08,143.21,84.04,64,99,5.39,overcast clouds
298,Rawah,IQ,34.48,41.91,54.91,60,96,3.96,overcast clouds
299,Laredo,US,27.51,-99.51,87.8,51,1,9.17,clear sky
300,Kalmunai,LK,7.42,81.82,77.81,80,48,0.94,scattered clouds
301,Cockburn Town,TC,21.46,-71.14,78.46,77,4,14.32,clear sky
302,Zvenyhorodka,UA,49.08,30.97,37.65,83,100,3.74,overcast clouds
303,Great Yarmouth,GB,52.61,1.73,48.0,93,40,4.7,fog
304,Baljevac,BA,44.82,15.78,38.26,85,43,0.81,scattered clouds
305,Fortuna,US,40.6,-124.16,57.0,64,26,2.82,scattered clouds
306,Padang,ID,-0.95,100.35,77.63,75,92,4.32,overcast clouds
307,Indramayu,ID,-6.33,108.32,82.45,72,99,3.65,overcast clouds
308,Conway,US,35.09,-92.44,53.6,87,20,4.16,few clouds
309,Bonfim,BR,3.08,-59.95,81.75,70,71,1.63,broken clouds
310,Beckingen,DE,49.4,6.7,37.0,99,0,3.0,clear sky
311,Kasama,ZM,-10.21,31.18,65.5,62,93,3.49,overcast clouds
312,Sao Miguel Do Araguaia,BR,-13.28,-50.16,78.26,59,16,3.65,few clouds
313,Mar Del Plata,AR,-38.0,-57.56,73.4,56,0,9.17,clear sky
314,Banavar,IN,13.41,76.17,64.6,87,98,2.75,overcast clouds
315,Wattegama,LK,6.8,81.48,72.88,92,47,2.3,scattered clouds
316,Udala,ES,43.08,-2.51,45.0,93,90,3.94,overcast clouds
317,Mehamn,NO,71.04,27.85,38.48,78,55,18.72,broken clouds
318,Jalu,LY,29.03,21.55,54.57,77,0,4.65,clear sky
319,Goderich,CA,43.75,-81.72,42.8,87,95,10.29,overcast clouds
320,Nouadhibou,MR,20.93,-17.03,66.2,72,20,9.17,few clouds
321,Nelson Bay,AU,-32.72,152.15,93.2,32,64,20.8,broken clouds
322,Ustye,RU,59.63,39.74,24.19,97,98,10.31,overcast clouds
323,Lere,NG,10.39,8.57,66.85,40,5,3.42,clear sky
324,Bethel,US,41.37,-73.41,51.8,76,90,4.76,overcast clouds
325,Nuuk,GL,64.18,-51.72,26.6,68,100,13.87,light snow
326,Codrington,AU,-38.27,141.97,63.3,74,100,11.99,light rain
327,Ferme-Neuve,CA,46.7,-75.45,33.8,100,99,2.93,overcast clouds
328,Asuncion,PY,-25.3,-57.64,86.0,70,0,2.24,clear sky
329,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,77.32,78,30,3.89,scattered clouds
330,Newport,GB,51.59,-3.0,43.0,96,92,1.99,overcast clouds
331,Grindavik,IS,63.84,-22.43,35.6,59,75,38.03,shower rain
332,Dunedin,NZ,-45.87,170.5,53.01,58,92,23.0,overcast clouds
333,Fez,MA,34.04,-5.0,48.2,93,90,4.7,overcast clouds
334,Ulundi,ZA,-28.34,31.42,60.33,86,100,3.53,overcast clouds
335,Serebryansk,KZ,49.69,83.29,-2.2,84,90,4.94,fog
336,Puerto Quijarro,BO,-17.78,-57.77,82.8,50,52,1.25,broken clouds
337,Aklavik,CA,68.22,-135.01,1.4,84,75,4.7,broken clouds
338,Acatlan,MX,20.15,-98.45,57.92,58,13,2.82,few clouds
339,Myitkyina,MM,25.38,97.4,53.78,63,6,2.35,clear sky
340,Mecca,SA,21.43,39.83,73.62,65,1,5.57,clear sky
341,Poum,NC,-20.23,164.02,75.83,68,75,16.08,broken clouds
342,Novoagansk,RU,61.94,76.66,0.0,93,54,3.91,broken clouds
343,Ijui,BR,-28.39,-53.91,70.95,88,20,12.03,few clouds
344,Qixingtai,CN,30.41,111.89,43.0,84,100,8.41,overcast clouds
345,Lawrenceburg,US,38.04,-84.9,51.8,66,90,3.36,overcast clouds
346,Vestmannaeyjar,IS,63.44,-20.27,38.12,72,94,27.56,light rain
347,Chudovo,RU,59.12,31.68,35.83,86,100,9.93,overcast clouds
348,Sanchursk,RU,56.94,47.25,22.44,97,100,12.8,overcast clouds
